,Date,Niagara,Eighteenmile,OakOrchard,Genesee,Oswego,Black,TwelveMile,Trent,Humber
63,3/4/2018,0.16078953,0.001369674,0.00354721,0.102795763,0.014514059,0.000354039,0,0,0
64,3/5/2018,0.16078953,0.001369674,0.00354721,0.102795763,0.014514059,0.000354039,0,0,0
65,3/6/2018,0.16078953,0.001369674,0.00354721,0.102795763,0.014514059,0.000354039,0,0,0
66,3/7/2018,0.16078953,0.001369674,0.00354721,0.102795763,0.014514059,0.000354039,0,0,0
67,3/8/2018,0.16078953,0.001369674,0.00354721,0.102795763,0.014514059,0.000354039,0,0,0
68,3/9/2018,0.16078953,0.001369674,0.00354721,0.102795763,0.014514059,0.000354039,0,0,0
69,3/10/2018,0.16078953,0.001369674,0.00354721,0.102795763,0.014514059,0.000354039,0,0,0
70,3/11/2018,0.16078953,0.001369674,0.00354721,0.102795763,0.014514059,0.000354039,0,0,0
71,3/12/2018,0.16078953,0.001369674,0.00354721,0.102795763,0.014514059,0.000354039,0,0,0
72,3/13/2018,0.16078953,0.001369674,0.00354721,0.102795763,0.014514059,0.000354039,0,0,0
73,3/14/2018,0.16078953,0.001369674,0.00354721,0.102795763,0.014514059,0.000354039,0,0,0
74,3/15/2018,0.16078953,0.001369674,0.00354721,0.102795763,0.014514059,0.000354039,0,0,0
75,3/16/2018,0.16078953,0.001369674,0.00354721,0.102795763,0.014514059,0.000354039,0,0,0
76,3/17/2018,0.16078953,0.001369674,0.00354721,0.102795763,0.014514059,0.000354039,0,0,0
77,3/18/2018,0.16078953,0.001369674,0.00354721,0.102795763,0.014514059,0.000354039,0,0,0
78,3/19/2018,0.16078953,0.001369674,0.00354721,0.102795763,0.014514059,0.000354039,0,0,0
79,3/20/2018,0.16078953,0.001369674,0.00354721,0.102795763,0.014514059,0.000354039,0,0,0
80,3/21/2018,0.16078953,0.001369674,0.00354721,0.102795763,0.014514059,0.000354039,0,0,0
81,3/22/2018,0.16078953,0.001369674,0.00354721,0.102795763,0.014514059,0.000354039,0,0,0
82,3/23/2018,0.16078953,0.001369674,0.00354721,0.102795763,0.014514059,0.000354039,0,0,0
83,3/24/2018,0.16078953,0.001369674,0.00354721,0.102795763,0.014514059,0.000354039,0,0,0
84,3/25/2018,0.16078953,0.001369674,0.00354721,0.102795763,0.014514059,0.000354039,0,0,0
85,3/26/2018,0.16078953,0.001369674,0.00354721,0.102795763,0.014514059,0.000354039,0,0,0
86,3/27/2018,0.16078953,0.001369674,0.00354721,0.102795763,0.014514059,0.000354039,0,0,0
87,3/28/2018,0.16078953,0.001369674,0.00354721,0.102795763,0.014514059,0.000354039,0,0,0
88,3/29/2018,0.16078953,0.001369674,0.00354721,0.102795763,0.014514059,0.000354039,0,0,0
89,3/30/2018,0.16078953,0.001369674,0.00354721,0.102795763,0.014514059,0.000354039,0,0,0
90,3/31/2018,0.16078953,0.001369674,0.00354721,0.102795763,0.014514059,0.000354039,0,0,0
91,4/1/2018,0.16078953,0.001369674,0.00354721,0.102795763,0.014514059,0.000354039,0,0,0
92,4/2/2018,0.159582215,0.001364653,0.003036151,0.101628236,0.014445708,0.000351983,0,0,0
93,4/3/2018,0.154038589,0.001010469,0.002761485,0.084077326,0.014087053,0.000526194,0,0,0
94,4/4/2018,0.165782461,0.000750524,0.002175024,0.075474599,0.013636771,0.000504892,0,0,0
95,4/5/2018,0.180437991,0.000538009,0.001602548,0.067770666,0.010895857,0.000494111,0,0,0
96,4/6/2018,0.155981258,0.001885218,0.00186503,0.076829477,0.01046237,0.000571363,0,0,0
97,4/7/2018,0.15536667,0.001276336,0.001529752,0.074599715,0.007733463,0.000524252,0,0,0
98,4/8/2018,0.152349877,0.000793593,0.001603977,0.06825036,0.007950344,0.000495658,0,0,0
99,4/9/2018,0.14937155,0.000691821,0.001514492,0.065002929,0.011904648,0.000479951,0,0,0
100,4/10/2018,0.144655954,0.000563895,0.001466336,0.059625165,0.009700715,0.000469452,0,0,0
101,4/11/2018,0.145243963,0.000419089,0.001400628,0.052984949,0.009559956,0.00046412,0,0,0
102,4/12/2018,0.144079157,0.000359337,0.001276556,0.050095654,0.008727972,0.000456283,0,0,0
103,4/13/2018,0.143478394,0.000310195,0.001158522,0.044971837,0.009925313,0.000451048,0,0,0
104,4/14/2018,0.137166681,0.000324432,0.001079695,0.037070091,0.010606717,0.000455638,0,0,0
105,4/15/2018,0.119674227,0.000355259,0.001002199,0.025110463,0.011190736,0.000457684,0,0,0
106,4/16/2018,0.115874011,0.000379283,0.000962663,0.022924435,0.011405916,0.000454819,0,0,0
107,4/17/2018,0.158731034,0.000505464,0.001143598,0.021438621,0.012338514,0.000447115,0,0,0
108,4/18/2018,0.160138181,0.008030367,0.005178747,0.051747816,0.011469274,0.000485141,0,0,0
109,4/19/2018,0.148394621,0.005621242,0.002664851,0.061690811,0.012123754,0.000470115,0,0,0
110,4/20/2018,0.143863321,0.002605777,0.002419027,0.046968083,0.011617266,0.000455231,0,0,0
111,4/21/2018,0.141003058,0.00142011,0.002335726,0.038175436,0.010940351,0.000445212,0,0,0
112,4/22/2018,0.137100873,0.0008932,0.002353984,0.033864827,0.009566642,0.000243415,0,0,0
113,4/23/2018,0.134297917,0.000604414,0.002322061,0.03168476,0.009603388,0.000188339,0,0,0
114,4/24/2018,0.130500804,0.000491779,0.002234912,0.027860076,0.008485317,0.000194716,0,0,0
115,4/25/2018,0.131384798,0.000430723,0.002128403,0.025013024,0.008613311,0.000199159,0,0,0
116,4/26/2018,0.13274926,0.000379782,0.00199222,0.022351819,0.008146018,0.000209219,0,0,0
117,4/27/2018,0.133043472,0.000444045,0.001728056,0.021709498,0.007444438,0.000221869,0,0,0
118,4/28/2018,0.128781726,0.000492346,0.001459823,0.019989466,0.006563111,0.000492444,0,0,0
119,4/29/2018,0.131075783,0.000398509,0.00123394,0.015603083,0.006798093,0.000433254,0,0,0
120,4/30/2018,0.129826123,0.000412634,0.001104989,0.012000871,0.006643501,0.000434708,0,0,0
121,5/1/2018,0.127117173,0.000387449,0.000980227,0.008449635,0.007451533,0.000422887,0,0,0
122,5/2/2018,0.12589502,0.000309504,0.000879119,0.005916143,0.007477478,0.000435297,0,0,0
123,5/3/2018,0.1261114,0.000265728,0.000850295,0.004816412,0.006021595,0.000436583,0,0,0
124,5/4/2018,0.123918134,0.000244692,0.000775577,0.002480905,0.004861333,0.000429176,0,0,0
125,5/5/2018,0.126920485,0.000256656,0.000813747,0.002547273,0.004932396,0.000588872,0,0,0
126,5/6/2018,0.120988738,0.000508774,0.001052286,0.002313587,0.002196157,0.000584716,0,0,0
127,5/7/2018,0.119304478,0.000418194,0.000911163,0.002837004,0.004229928,0.000569929,0,0,0
128,5/8/2018,0.117620863,0.000383986,0.000864371,0.003050123,0.007052809,0.000393956,0,0,0
129,5/9/2018,0.049551874,0.000340412,0.001332952,0.002268489,0.006560642,0.000308347,0,0,0
130,5/10/2018,0.115182209,0.000380897,0.001826462,0.001955537,0.005956841,0.000239415,0,0,0
131,5/11/2018,0.116615424,0.000406611,0.001817064,0.002319622,0.004969131,0.000175599,0,0,0
132,5/12/2018,0.111881172,0.000461014,0.00180765,0.001724772,0.004138954,0.000130246,0,0,0
133,5/13/2018,0.110673472,0.000481249,0.001749819,0.001793604,0.005335994,0.000128817,0,0,0
134,5/14/2018,0.111609687,0.000358747,0.001740812,0.001787129,0.005044221,0.00012913,0,0,0
135,5/15/2018,0.110784983,0.000367024,0.001754286,0.002194464,0.004815159,0.000130814,0,0,0
136,5/16/2018,0.109973061,0.000384559,0.001745023,0.004373524,0.003864198,0.000132142,0,0,0
137,5/17/2018,0.108314456,0.000670796,0.001786676,0.004096563,0.007611358,0.000140271,0,0,0
138,5/18/2018,0.107569588,0.000578575,0.001751874,0.004663693,0.005695108,0.000138345,0,0,0
139,5/19/2018,0.100717194,0.000580684,0.001792888,0.004350674,0.005900962,0.00013981,0,0,0
140,5/20/2018,0.104882799,0.000527519,0.001783219,0.004170569,0.00567224,0.000141186,0,0,0
141,5/21/2018,0.107766967,0.000647689,0.001925746,0.002823253,0.005859643,0.000147669,0,0,0
142,5/22/2018,0.104204221,0.000649476,0.001915423,0.002578102,0.006272969,0.000152852,0,0,0
143,5/23/2018,0.104651417,0.000595034,0.0018805,0.003158599,0.006623088,0.00015029,0,0,0
144,5/24/2018,0.105484226,0.001029582,0.002099515,0.003637249,0.01111399,0.000195321,0,0,0
145,5/25/2018,0.10355904,0.000763272,0.001987609,0.00367278,0.012214413,0.000156347,0,0,0
146,5/26/2018,0.102807144,0.000676312,0.002052263,0.004735275,0.013389555,0.000290102,0,0,0
147,5/27/2018,0.101292467,0.000664626,0.001965627,0.002873348,0.009561207,0.000290076,0,0,0
148,5/28/2018,0.100529862,0.000601341,0.001978648,0.002296138,0.008473214,0.000163467,0,0,0
149,5/29/2018,0.099791088,0.000576714,0.001994205,0.002173835,0.009492269,0.00014491,0,0,0
150,5/30/2018,0.098299064,0.000539469,0.00185574,0.002149676,0.008379213,0.000143734,0,0,0
151,5/31/2018,0.096796275,0.000511846,0.001821777,0.002449672,0.007166732,0.000125681,0,0,0
152,6/1/2018,0.097567318,0.000507761,0.001691713,0.00201971,0.005441735,9.553668665024e-05,0,0,0
153,6/2/2018,0.097931546,0.000491932,0.001568711,0.001942506,0.006521855,9.717743566592e-05,0,0,0
154,6/3/2018,0.09460486,0.000476015,0.0014932,0.001878418,0.010091573,9.73405149488e-05,0,0,0
155,6/4/2018,0.094964704,0.000471937,0.001441433,0.00199983,0.011608386,9.595493428128e-05,0,0,0
156,6/5/2018,0.098177177,0.000479234,0.001437126,0.002778799,0.009339397,0.000105111,0,0,0
157,6/6/2018,0.091481574,0.000446136,0.001347058,0.002380507,0.007271203,0.000106629,0,0,0
158,6/7/2018,0.092039907,0.000437585,0.001343022,0.003271608,0.009269876,0.000103593,0,0,0
159,6/8/2018,0.091302198,0.000440342,0.001319075,0.002055477,0.00897303,0.000129397,0,0,0
160,6/9/2018,0.09020883,0.000454584,0.001315085,0.00195456,0.008517509,0.000100557,0,0,0
161,6/10/2018,0.08843758,0.000469511,0.001311109,0.001918228,0.007093917,9.903961073088e-05,0,0,0
162,6/11/2018,0.085662568,0.000460039,0.001306974,0.00216461,0.005697625,9.903961073088e-05,0,0,0
163,6/12/2018,0.085284516,0.000427763,0.001302985,0.001362784,0.004281106,9.600391385024e-05,0,0,0
164,6/13/2018,0.085920109,0.000419163,0.001279316,0.001839881,0.004120142,9.600391385024e-05,0,0,0
165,6/14/2018,0.087891762,0.000421705,0.001256004,0.001442554,0.0042308,8.765574742848e-05,0,0,0
166,6/15/2018,0.086468056,0.00042425,0.001290881,0.001679493,0.003137748,8.879413375872e-05,0,0,0
167,6/16/2018,0.084420955,0.000449989,0.001267501,0.001687284,0.002288443,8.879413375872e-05,0,0,0
168,6/17/2018,0.083615478,0.00042916,0.001263567,0.00207945,0.002436348,8.765574742848e-05,0,0,0
169,6/18/2018,0.082794954,0.000419586,0.001259529,0.001599796,0.004509276,8.613789898816e-05,0,0,0
170,6/19/2018,0.083612584,0.000434248,0.001274904,0.001179867,0.002292161,8.613789898816e-05,0,0,0
171,6/20/2018,0.081505038,0.000510896,0.001311771,0.001436499,0.002313769,8.879413375872e-05,0,0,0
172,6/21/2018,0.080396583,0.000500775,0.00126677,0.001202166,0.001995342,8.613789898816e-05,0,0,0
173,6/22/2018,0.078975533,0.000453309,0.001281666,0.001021809,0.002094798,8.613789898816e-05,0,0,0
174,6/23/2018,0.075339559,0.000480858,0.001258677,0.001349123,0.004494721,8.765574742848e-05,0,0,0
175,6/24/2018,0.079597596,0.000509275,0.001254801,0.001411851,0.002154564,9.29682169696e-05,0,0,0
176,6/25/2018,0.079741559,0.000538967,0.001250688,0.001750603,0.001917398,9.600391385024e-05,0,0,0
177,6/26/2018,0.078013214,0.000501588,0.001246681,0.000987222,0.00207579,9.600391385024e-05,0,0,0
178,6/27/2018,0.076929666,0.000478745,0.001205145,0.001956911,0.002052436,9.752176229056e-05,0,0,0
179,6/28/2018,0.077987356,0.000456577,0.001201411,0.002433803,0.002960071,9.182983063936e-05,0,0,0
180,6/29/2018,0.079018823,0.000471204,0.001197397,0.001457837,0.002259352,9.752176229056e-05,0,0,0
181,6/30/2018,0.077321809,0.000473647,0.001212073,0.002782665,0.002443603,9.448606540992e-05,0,0,0
182,7/1/2018,0.077446629,0.000464046,0.00120801,0.004388556,0.002982211,9.182983063936e-05,0,0,0
183,7/2/2018,0.076357678,0.000453479,0.001185647,0.001940831,0.003058747,9.031198219904e-05,0,0,0
184,7/3/2018,0.075870539,0.000443589,0.001181914,0.000624127,0.003251726,8.631466661216e-05,0,0,0
185,7/4/2018,0.073923861,0.000445843,0.001196195,0.001840927,0.00213898,8.649207702752e-05,0,0,0
186,7/5/2018,0.073737423,0.000513114,0.001174051,0.000964533,0.00249401,8.39962371072e-05,0,0,0
187,7/6/2018,0.074130013,0.000463194,0.00117005,0.001669652,0.007988651,8.263723458816e-05,0,0,0
188,7/7/2018,0.073368919,0.000478939,0.001148062,0.002703985,0.008501965,8.702302269088e-05,0,0,0
189,7/8/2018,0.071162474,0.000481481,0.001126221,0.003469193,0.009083862,8.298648267264e-05,0,0,0
190,7/9/2018,0.071545686,0.000457703,0.001122456,0.002041758,0.003310949,8.199975829152e-05,0,0,0
191,7/10/2018,0.071930426,0.000435338,0.001082874,0.001977499,0.002968742,8.062319935648e-05,0,0,0
192,7/11/2018,0.071138294,0.000417168,0.001074483,0.001466422,0.002746576,7.92398075776e-05,0,0,0
193,7/12/2018,0.069006665,0.000411789,0.001051219,0.001572583,0.002378592,7.93988630432e-05,0,0,0
194,7/13/2018,0.069104296,0.000382602,0.001025441,0.001424222,0.002211617,9.81882633072e-05,0,0,0
195,7/14/2018,0.068353448,0.000376731,0.001020034,0.001069868,0.002230938,9.411382408384e-05,0,0,0
196,7/15/2018,0.067881531,0.000370893,0.000997247,0.000402083,0.002898942,9.27442310816e-05,0,0,0
197,7/16/2018,0.067150392,0.000354815,0.000991644,0.001021002,0.002688028,9.44914059584e-05,0,0,0
198,7/17/2018,0.067422255,0.000370145,0.00096687,-0.000234257,0.002722521,9.468053952896e-05,0,0,0
199,7/18/2018,0.067694119,0.000343506,0.00096136,0.001180246,0.002539911,9.33002314496e-05,0,0,0
200,7/19/2018,0.0663348,0.000348479,0.000908376,0.001965889,0.002327324,9.348691278528e-05,0,0,0
201,7/20/2018,0.0663348,0.000342728,0.000903286,0.00289094,0.001763225,9.211051242432e-05,0,0,0
202,7/21/2018,0.0663348,0.000326717,0.000881752,0.003158739,0.002132241,9.229273103232e-05,0,0,0
203,7/22/2018,0.065791072,0.000321161,0.000874416,0.001303069,0.002093044,9.129002748096e-05,0,0,0
204,7/23/2018,0.065791072,0.000345563,0.000869258,0.001224572,0.001730636,9.146990995296e-05,0,0,0
205,7/24/2018,0.065791072,0.000611128,0.000907728,0.001349827,0.001734077,9.284004946944e-05,0,0,0
206,7/25/2018,0.067422255,0.00046213,0.000902249,0.002752076,0.001708398,9.73958035008e-05,0,0,0
207,7/26/2018,0.067965983,0.000420207,0.000404536,0.003714478,0.002449618,0.000102374,0,0,0
208,7/27/2018,0.068237847,0.000260272,0.000343089,0.004101576,0.00933026,0.000122131,0,0,0
209,7/28/2018,0.068781575,0.00018504,0.000629297,0.005443809,0.011511747,0.000117171,0,0,0
210,7/29/2018,0.069053439,0.000229265,0.000875521,0.004879138,0.010720398,0.000136632,0,0,0
211,7/30/2018,0.067422255,0.000401828,0.00085469,0.004401027,0.008183952,0.00012967,0,0,0
212,7/31/2018,0.066606664,0.000469459,0.000849164,0.00416117,0.007721729,0.000106594,0,0,0
213,8/1/2018,0.065791072,0.000482843,0.000856301,0.003662741,0.002210944,0.00010359,0,0,0
214,8/2/2018,0.067965983,0.000473712,0.000848606,0.003873776,0.002125895,0.000110252,0,0,0
215,8/3/2018,0.067422255,0.000475305,0.000828136,0.001842607,0.001267522,0.000118557,0,0,0
216,8/4/2018,0.066062936,0.000510294,0.000822414,0.001675861,0.004989957,0.000190545,0,0,0
217,8/5/2018,0.066878528,0.000489348,0.000855757,0.001322708,0.005347006,0.000335513,0,0,0
218,8/6/2018,0.066606664,0.000560803,0.000823149,0.000740604,0.003697402,0.000332905,0,0,0
219,8/7/2018,0.066606664,0.000510374,0.000789234,0.001127784,0.003674995,0.000189209,0,0,0
220,8/8/2018,0.060399689,0.000479807,0.000795351,0.001022458,0.002793802,0.000185612,0,0,0
221,8/9/2018,0.089917212,0.000549164,0.000811592,0.000879824,0.001598732,0.000114032,0,0,0
222,8/10/2018,0.067694119,0.00052692,0.000841719,0.001241567,0.002244025,0.000114576,0,0,0
223,8/11/2018,0.065519208,0.000466052,0.000817856,0.001326912,0.004256613,0.000116773,0,0,0
224,8/12/2018,0.065791072,0.000433794,0.000836164,0.001506016,0.003289894,0.000113982,0,0,0
225,8/13/2018,0.065247344,0.000432905,0.000838374,0.001144675,0.003495654,0.000114526,0,0,0
226,8/14/2018,0.065247344,0.000421623,0.000828453,0.000926868,0.004239624,0.000115055,0,0,0
227,8/15/2018,0.066606664,0.000420524,0.000832684,0.000928907,0.006059508,0.000117285,0,0,0
228,8/16/2018,0.066878528,0.0004397,0.000834763,0.001298086,0.009817403,0.000135677,0,0,0
229,8/17/2018,0.0663348,0.000448166,0.00083901,0.001741051,0.011761965,0.00012904,0,0,0
230,8/18/2018,0.067422255,0.000447008,0.000910799,0.001586678,0.011640231,0.000140784,0,0,0
231,8/19/2018,0.0663348,0.000485198,0.000794268,0.001200181,0.012012202,0.000141437,0,0,0
232,8/20/2018,0.065247344,0.000849146,0.000876482,0.002120036,0.011251661,0.000138183,0,0,0
233,8/21/2018,0.064703616,0.000492895,0.000866385,0.003201967,0.010793816,0.000138801,0,0,0
234,8/22/2018,0.067422255,0.000431888,0.000883002,0.001969251,0.007471931,0.000135485,0,0,0
235,8/23/2018,0.068237847,0.000681841,0.000899935,0.000984374,0.008602289,0.000132574,0,0,0
236,8/24/2018,0.067965983,0.000439667,0.000602809,0.001083984,0.006120542,0.000133176,0,0,0
237,8/25/2018,0.0663348,0.000194074,0.000130059,0.003055641,0.006289626,0.00013377,0,0,0
238,8/26/2018,0.066606664,0.000205397,0.000802312,0.003701428,0.005514782,0.00013213,0,0,0
239,8/27/2018,0.066878528,0.000397082,0.000793905,0.002628873,0.005491798,0.000130926,0,0,0
240,8/28/2018,0.065791072,0.000455363,0.000795944,0.001541748,0.005926993,0.000131485,0,0,0
241,8/29/2018,0.067150392,0.000492506,0.000800088,0.001287134,0.005095825,0.000128455,0,0,0
242,8/30/2018,0.066606664,0.000520639,0.000816887,0.00113913,0.005398279,0.000129015,0,0,0
243,8/31/2018,0.06497548,0.00048956,0.000820976,0.001098166,0.005038619,0.000133212,0,0,0
244,9/1/2018,0.064161225,0.000498291,0.000810335,0.001036522,0.00536854,0.000217347,0,0,0
245,9/2/2018,0.064966005,0.000467871,0.000827376,0.001566825,0.004659252,0.000378761,0,0,0
246,9/3/2018,0.065511019,0.000476081,0.000803775,0.001299401,0.00211505,0.000384044,0,0,0
247,9/4/2018,0.065506924,0.000465543,0.000808037,0.000998031,0.004588698,0.000222886,0,0,0
248,9/5/2018,0.064694181,0.000670078,0.000850552,0.001078076,0.003622532,0.00022106,0,0,0
249,9/6/2018,0.049171512,0.00050188,0.000827023,0.001273841,0.00335556,0.000218274,0,0,0
250,9/7/2018,0.064426383,0.000461767,0.000831128,0.001156239,0.003409273,0.000218274,0,0,0
251,9/8/2018,0.063340338,0.000460609,0.000861379,0.001125528,0.004753088,0.000218274,0,0,0
252,9/9/2018,0.059265103,0.000468757,0.00085054,0.001009365,0.005209872,0.000218274,0,0,0
253,9/10/2018,0.056548876,0.000458299,0.000841686,0.000675573,0.002051869,0.000215487,0,0,0
254,9/11/2018,0.061437409,0.000427768,0.000858985,0.000669121,0.00249653,0.000215487,0,0,0
255,9/12/2018,0.065245985,0.000648483,0.00087637,0.001397856,0.004812513,0.00022106,0,0,0
256,9/13/2018,0.063874715,0.000473833,0.000865409,0.004487811,0.00413067,0.00022106,0,0,0
257,9/14/2018,0.063889355,0.000415178,0.000882875,0.0046396,0.005130165,0.000215487,0,0,0
258,9/15/2018,0.064603624,0.000414599,0.000898105,0.004105667,0.005826717,0.000215487,0,0,0
259,9/16/2018,0.065317615,0.000404805,0.000900282,0.002328185,0.002894488,0.000215487,0,0,0
260,9/17/2018,0.065767257,0.000385328,0.000889243,0.001754769,0.003621191,0.000215487,0,0,0
261,9/18/2018,0.065940177,0.000385001,0.000891525,0.001579926,0.003930004,0.000213165,0,0,0
262,9/19/2018,0.067504986,0.000384457,0.000864743,0.001259473,0.004423427,0.000213165,0,0,0
263,9/20/2018,0.066822302,0.000383893,0.000880178,0.001418031,0.005929121,0.000213165,0,0,0
264,9/21/2018,0.066139074,0.000383353,0.000882185,0.001823177,0.004596578,0.000210379,0,0,0
265,9/22/2018,0.071443779,0.00038281,0.00091345,0.001625171,0.00413641,0.000207592,0,0,0
266,9/23/2018,0.067585213,0.00038227,0.000902229,0.001190217,0.003775173,0.000213165,0,0,0
267,9/24/2018,0.067159612,0.000381726,0.000904375,0.001316115,0.002111838,0.000210379,0,0,0
268,9/25/2018,0.066124474,0.000381183,0.000906543,0.002196949,0.00192458,0.00020527,0,0,0
